
Version        Name                                                                                                           Vendor                                  InstallState IdentifyingNumber                     
4.8.03761      Microsoft .NET Framework 4.8 Targeting Pack                                                                    Microsoft Corporation                              5 {BAAF5851-0759-422D-A1E9-90061B597188}
4.8.03761      Microsoft .NET Framework 4.8 Targeting Pack (ENU)                                                              Microsoft Corporation                              5 {A4EA9EE5-7CFF-4C5F-B159-B9B4E5D2BDE2}
4.7.02558      Microsoft .NET Framework Cumulative Intellisense Pack for Visual Studio (ENU)                                  Microsoft Corporation                              5 {276CB8F7-CA1E-41FE-8307-A55D95D33D99}
1.0.24208      Microsoft .NET Native SDK                                                                                      Microsoft Corporation                              5 {D8828D7B-8323-3845-80C1-F42D33D53BC9}
15.0.24211     Microsoft .NET Native SDK                                                                                      Microsoft Corporation                              5 {13F79D3A-88C2-3A1C-9035-6A99EE478DF2}
15.0.24211.06  Microsoft .NET Native SDK                                                                                      Microsoft Corporation                              5 {A527D13C-CB86-3604-BFDC-68F585895663}
1.0.24208      Microsoft .NET Native SDK Tools                                                                                Microsoft Corporation                              5 {604E67D5-3F68-32A9-AA06-624C7595C9EF}
1.0.10609.0    Microsoft .NET Version Manager (x64) 1.0.0-beta5                                                               Microsoft Corporation                              5 {C5A4ABA3-1ABA-3EF8-B2D5-C3FA37F59738}
6.2.960.0      Microsoft Advertising SDK for Windows Phone - ENU                                                              Microsoft Corporation                              5 {5C87A4DB-31C7-465E-9356-71B485B69EC8}
14.0.23102     Microsoft Agents for Visual Studio 2015 Preview                                                                Microsoft Corporation                              5 {CE37CE67-2660-30EE-805B-78829CC3554B}
14.0.23102     Microsoft Agents for Visual Studio 2015 Preview - ENU                                                          Microsoft Corporation                              5 {B57097EF-5F38-348C-8081-4D0F0B78757E}
12.0.6012.5000 Microsoft Application Error Reporting                                                                          Microsoft Corporation                              5 {95120000-00B9-0409-0000-0000000FF1CE}
14.1.11107.0   Microsoft ASP.NET and Web Tools 2015.1 (Beta8) - Visual Studio 2015                                            Microsoft Corporation                              5 {603DCF17-E958-3A31-AFED-919086709DB6}
2.0.13103.0    Microsoft ASP.NET Core 2.0.9 Runtime Package Store (x64)                                                       Microsoft Corporation                              5 {88072DD5-CE0A-3AB3-A9DF-53031BFE8BA0}
2.1.12916.0    Microsoft ASP.NET Core 2.1.0 Shared Framework (x64)                                                            Microsoft Corporation                              5 {26B4ED66-ED66-312A-ACD9-2FC7ACC906C7}
2.1.13007.0    Microsoft ASP.NET Core 2.1.1 Shared Framework (x64)                                                            Microsoft Corporation                              5 {A67A9D78-67AE-3400-A539-5CD4C02D1DCE}
2.1.12.0       Microsoft ASP.NET Core 2.1.12 Shared Framework (x64)                                                           Microsoft Corporation                              5 {14AED748-B396-3E87-B885-7F20EDC6A0A8}
2.1.13029.0    Microsoft ASP.NET Core 2.1.2 Shared Framework (x64)                                                            Microsoft Corporation                              5 {B034AEF2-D488-3F0D-AD28-709EEE727F99}
2.1.13126.0    Microsoft ASP.NET Core 2.1.3 Shared Framework (x64)                                                            Microsoft Corporation                              5 {39B82FD9-10DB-378C-948E-C64E0D3255A0}
2.1.13214.0    Microsoft ASP.NET Core 2.1.4 Shared Framework (x64)                                                            Microsoft Corporation                              5 {E1912E59-7DBF-3B3B-BD5E-78C9E67CA49F}
2.1.13320.0    Microsoft ASP.NET Core 2.1.5 Shared Framework (x64)                                                            Microsoft Corporation                              5 {ECAF37BB-646F-38C0-9804-EF21A5813A68}
2.1.13425.0    Microsoft ASP.NET Core 2.1.6 Shared Framework (x64)                                                            Microsoft Corporation                              5 {A2BEBCDF-1133-3799-A7DE-CC381FDBDAA1}
2.1.7.0        Microsoft ASP.NET Core 2.1.7 Shared Framework (x64)                                                            Microsoft Corporation                              5 {C446207B-3E5D-3B48-BCD0-DB53B39D280F}
2.1.9.0        Microsoft ASP.NET Core 2.1.9 Shared Framework (x64)                                                            Microsoft Corporation                              5 {701C95D6-AA36-3AA4-9EFC-EA369DDA2313}
2.2.0.0        Microsoft ASP.NET Core 2.2.0 Shared Framework (x64)                                                            Microsoft Corporation                              5 {C57A178F-F1CF-3FE0-91BA-27A1EB2C5492}
1.0.1972       Microsoft ASP.NET Core Module                                                                                  Microsoft Corporation                              5 {B1B05FBB-1255-4F5B-9BAF-43B971A92613}
12.2.18292.0   Microsoft ASP.NET Core Module for IIS Express                                                                  Microsoft Corporation                              5 {FAFEE5E3-E00A-4CE8-B495-8F66A5FAB236}
12.2.18292.0   Microsoft ASP.NET Core Module V2 for IIS Express                                                               Microsoft Corporation                              5 {F1DC3768-6945-4329-A072-F855FA253454}
15.9.40053.... Microsoft ASP.NET Diagnostic Pack for Visual Studio                                                            Microsoft Corporation                              5 {1568384D-4F97-3B1C-9270-35EE01682124}
4.1.41102.0    Microsoft ASP.NET MVC 4 - Visual Studio 2015 - ENU                                                             Microsoft Corporation                              5 {44A100D0-C1AE-4BB7-A0CC-AA60B7566681}
15.0.30625.0   Microsoft ASP.NET Packages for MVC 4 - ENU                                                                     Microsoft Corporation                              5 {8D00DDA1-D0AE-373D-93CD-238B28ADAFF2}
5.2.40314.0    Microsoft ASP.NET Web Frameworks and Tools - Visual Studio 2015 - ENU                                          Microsoft Corporation                              5 {CA916A4C-52F7-5055-975F-9B4AD4204007}
4.1.41102.0    Microsoft ASP.NET Web Pages 2 - Visual Studio 2015 - ENU                                                       Microsoft Corporation                              5 {65A12DD3-9992-47D2-8BA2-510CA59F893F}
1.0.30615.0    Microsoft ASP.NET Web Tools Packages 15.0 - ENU                                                                Microsoft Corporation                              5 {B3CA5EDB-F084-325C-AA50-247A3A476496}
2.9.8899.26    Microsoft Azure Authoring Tools - v2.9.6                                                                       Microsoft Corporation                              5 {EDADFA19-7F96-4075-A4AB-2209910626C5}
2.9.8899.26    Microsoft Azure Compute Emulator - v2.9.6                                                                      Microsoft Corporation                              5 {1657ABEE-7D56-416A-B7E0-A89CC5AAD0F7}
3.0.0127.060   Microsoft Azure Libraries for .NET – v2.9                                                                      Microsoft Corporation                              5 {C5C91AA6-3E83-430E-8B7A-6B790083F28D}
3.0.50407.0    Microsoft Azure Mobile App SDK V3.0                                                                            Microsoft Corporation                              5 {A1D5A2EC-1BB0-4ED6-97E6-F044400FAFFD}
14.0.25420     Microsoft Azure Mobile Services Connected Service                                                              Microsoft Corporation                              5 {107518BF-43A3-4CB6-B571-9C5A241F9586}
2.0.20908.0    Microsoft Azure Mobile Services SDK V2.0                                                                       Microsoft Corporation                              5 {A00EC54A-CE16-4CF6-A14A-5CF81A1FE03F}
1.4.30611.1601 Microsoft Azure Mobile Services Tools for Visual Studio - v1.4                                                 Microsoft Corporation                              5 {5536AAD4-740A-4577-843D-4281D3F30726}
5.7.0.18831    Microsoft Azure PowerShell - April 2018                                                                        Microsoft Corporation                              5 {3BA7CAA9-97BA-4528-B7E1-B640910BB149}
3.2.176.9494   Microsoft Azure Service Fabric SDK                                                                             Microsoft Corporation                              5 {B9EAE58D-6D6D-4064-97DB-BED830DC5896}
1.8.40521.1    Microsoft Azure Shared Components for Visual Studio 2015 - v1.8                                                Microsoft Corporation                              5 {F02B1BAC-94DA-46FB-B27B-7287FC0EF481}
14.0.25420     Microsoft Azure Storage Connected Service                                                                      Microsoft Corporation                              5 {8F15E32A-FAD1-49E3-9378-C8EE0530E192}
5.9.18345.1312 Microsoft Azure Storage Emulator - v5.9                                                                        Microsoft Corporation                              5 {F5EAC4B9-A3E3-4F38-9000-38A778D70897}
6.2.0.0        Microsoft Azure Storage Tools - v6.2.0                                                                         Microsoft Corporation                              5 {892953E3-13C3-4F61-8F8D-B0464C1A4B82}
14.0.25420     Microsoft Blend for Visual Studio 2015                                                                         Microsoft Corporation                              5 {D7C23E28-E8E0-326D-92B2-357D6D6AFBC0}
14.0.25420     Microsoft Blend for Visual Studio 2015 - ENU                                                                   Microsoft Corporation                              5 {BAF28CA1-4B3C-36C7-9136-4597ED8694BB}
14.0.25420     Microsoft Build Tools 14.0 (amd64)                                                                             Microsoft Corporation                              5 {79750C81-714E-45F2-B5DE-42DEF00687B8}
14.0.25420     Microsoft Build Tools 14.0 (x86)                                                                               Microsoft Corporation                              5 {6BF8837D-67E1-4359-89FB-C08BFD6F2138}
14.0.25420     Microsoft Build Tools Language Resources 14.0 (amd64)                                                          Microsoft Corporation                              5 {34BFF66C-9A7E-4778-8A9F-1DA1F0F4C22E}
14.0.25420     Microsoft Build Tools Language Resources 14.0 (x86)                                                            Microsoft Corporation                              5 {5127B392-8820-4822-A21F-1CB78C2E25AD}
2.0.31         Microsoft CLI 2.0 for Azure                                                                                    Microsoft Corporation                              5 {26D86D06-E69D-4C04-AB0B-BE04B1C89FFF}
15.0.847.30    Microsoft Exchange Web Services Managed API 2.1                                                                Microsoft Corporation                              5 {24CA683D-8174-4EBF-AD4D-3F2DD7814716}
2.0.20525.0    Microsoft Expression Blend SDK for .NET 4                                                                      Microsoft Corporation                              5 {9B3A1C97-A361-463E-8817-444F9F88CDFE}
1.1.40219      Microsoft Help Viewer 1.1                                                                                      Microsoft Corporation                              5 {E5748D30-7E6D-3A8E-BFE6-C1D02C6DDABB}
2.2.25420      Microsoft Help Viewer 2.2                                                                                      Microsoft Corporation                              5 {4740889B-2D03-3A6F-BC42-07C8AFDF3B2E}
4.74.8702      Microsoft HTML Help Workshop Package                                                                           Microsoft Corporation                              5 {A888FB75-64CE-3873-9081-F89C0A7C4AF7}
2.0.1459.0     Microsoft Identity Extensions                                                                                  Microsoft Corporation                              5 {F99F24BF-0B90-463E-9658-3FD2EFC3C992}
15.0.51105     Microsoft NetStandard SDK                                                                                      Microsoft Corporation                              5 {737FDDA7-B944-4CB5-92D9-3D56373BD301}
3.4.4.1321     Microsoft NuGet - Visual Studio 2015                                                                           Microsoft Corporation                              5 {2D170B66-A905-385C-93E0-20A47812B777}
12.1.4100.1    Microsoft ODBC Driver 11 for SQL Server                                                                        Microsoft Corporation                              5 {BF5ABBDB-D3AA-4BCB-8D10-FCD4A4BB7F93}
14.0.1000.169  Microsoft ODBC Driver 13 for SQL Server                                                                        Microsoft Corporation                              5 {76CF9EF4-ABA0-484E-8042-12B99499AF5F}
15.0.26621.02  Microsoft Portable Library Multi-Targeting Pack                                                                Microsoft Corporation                              5 {812F31DC-FAA6-3979-B3D6-5D6BAAF2945D}
15.0.26621.02  Microsoft Portable Library Multi-Targeting Pack Language Pack - enu                                            Microsoft Corporation                              5 {BA3309CA-7099-3F6B-B386-EB7CC895C410}
12.0.2000.8    Microsoft Report Viewer 2014 Runtime                                                                           Microsoft Corporation                              5 {327E9C0D-1687-414F-923E-F5979E549548}
5.1.20513.0    Microsoft Silverlight                                                                                          Microsoft Corporation                              5 {89F4137D-6C26-4A84-BDB8-2E5A4BB71E00}
4.0.50826.0    Microsoft Silverlight 4 SDK                                                                                    Microsoft Corporation                              5 {05855322-BE43-41FE-B583-D3AE0C326D58}
5.0.61118.0    Microsoft Silverlight 5 SDK                                                                                    Microsoft Corporation                              5 {E1FBB3D4-ADB0-4949-B101-855DA061C735}
10.51.2500.0   Microsoft SQL Server 2008 R2 Management Objects                                                                Microsoft Corporation                              5 {83F2B8F4-5CF3-4BE9-9772-9543EAE4AC5F}
10.3.5500.0    Microsoft SQL Server 2008 Setup Support Files                                                                  Microsoft Corporation                              5 {6292D514-17A4-403F-98F9-E150F10C043D}
11.4.7001.0    Microsoft SQL Server 2012 Analysis Management Objects                                                          Microsoft Corporation                              5 {53086A62-13F3-4FC5-AA41-211FD74340B3}
11.3.6020.0    Microsoft SQL Server 2012 Command Line Utilities                                                               Microsoft Corporation                              5 {9198AD57-6396-4DF8-8D0C-20EA764F7986}
11.3.6540.0    Microsoft SQL Server 2012 Native Client                                                                        Microsoft Corporation                              5 {4D2C56FF-7F36-4B49-A97A-24F0522D41D7}
12.2.5556.0    Microsoft SQL Server 2014 Analysis Management Objects                                                          Microsoft Corporation                              5 {888AE2B5-7376-40F0-A0DD-A1D0151F41F9}
12.1.4100.1    Microsoft SQL Server 2014 Express LocalDB                                                                      Microsoft Corporation                              5 {52EBC484-44A1-4DC5-824A-0A503735ABD8}
12.0.2000.8    Microsoft SQL Server 2014 Management Objects                                                                   Microsoft Corporation                              5 {2774595F-BC2A-4B12-A25B-0C37A37049B0}
12.0.2000.8    Microsoft SQL Server 2014 Management Objects  (x64)                                                            Microsoft Corporation                              5 {1F9EB3B6-AED7-4AA7-B8F1-8E314B74B2A5}
12.1.4100.1    Microsoft SQL Server 2014 RsFx Driver                                                                          Microsoft Corporation                              5 {655A4169-5BB6-44B0-A9BA-4CBE23A412AA}
12.1.4100.1    Microsoft SQL Server 2014 Setup (English)                                                                      Microsoft Corporation                              5 {C7E2483C-10A4-41E3-A2F6-240186FE3E41}
12.1.4100.1    Microsoft SQL Server 2014 Transact-SQL Compiler Service                                                        Microsoft Corporation                              5 {1A73AF5D-69EE-4AE0-917C-2429CE593A86}
12.1.4100.1    Microsoft SQL Server 2014 Transact-SQL ScriptDom                                                               Microsoft Corporation                              5 {FF7DDA05-6EA7-4C01-B44A-3E57F8B9B97B}
12.0.2000.8    Microsoft SQL Server 2014 T-SQL Language Service                                                               Microsoft Corporation                              5 {47D08E7A-92A1-489B-B0BF-415516497BCE}
13.1.4451.0    Microsoft SQL Server 2016 Analysis Management Objects                                                          Microsoft Corporation                              5 {12C137B9-453D-45F2-899D-4B9F84D05C2E}
13.1.4474.0    Microsoft SQL Server 2016 LocalDB                                                                              Microsoft Corporation                              5 {AA35E539-6AB5-416A-BE1F-37A5855F2D21}
13.0.1601.5    Microsoft SQL Server 2016 Management Objects                                                                   Microsoft Corporation                              5 {0F1C8E2F-199A-4946-B3BF-0906DACFD032}
13.0.1601.5    Microsoft SQL Server 2016 Management Objects  (x64)                                                            Microsoft Corporation                              5 {20EA85AA-2A1D-4F11-B09F-4BA2BF3C8989}
13.1.4474.0    Microsoft SQL Server 2016 RsFx Driver                                                                          Microsoft Corporation                              5 {E820971B-1DD7-491F-AA02-90326F85B6BB}
13.1.4474.0    Microsoft SQL Server 2016 Setup (English)                                                                      Microsoft Corporation                              5 {0B90D855-1689-4601-ABE6-5CD3E55671B5}
13.0.14500.10  Microsoft SQL Server 2016 T-SQL Language Service                                                               Microsoft Corporation                              5 {8BFDE775-C5B8-46DB-84EF-43FFC8A2E8AD}
13.1.4001.0    Microsoft SQL Server 2016 T-SQL ScriptDom                                                                      Microsoft Corporation                              5 {C78CC1C8-D0DF-4F47-BA93-F3AE6E80E047}
14.0.1000.169  Microsoft SQL Server 2017 RsFx Driver                                                                          Microsoft Corporation                              5 {7123D29F-9197-4686-A619-C7E8EA289718}
14.0.1000.169  Microsoft SQL Server 2017 Setup (English)                                                                      Microsoft Corporation                              5 {405252DC-ADF7-4BC8-95F5-F89DE513DD62}
14.0.1000.169  Microsoft SQL Server 2017 T-SQL Language Service                                                               Microsoft Corporation                              5 {C8A51693-98B9-4AB1-91B8-9A1B86729D5F}
4.0.8876.1     Microsoft SQL Server Compact 4.0 SP1 x64 ENU                                                                   Microsoft Corporation                              5 {78909610-D229-459C-A936-25D92283D3FD}
14.0.60519.0   Microsoft SQL Server Data Tools - enu (14.0.60519.0)                                                           Microsoft Corporation                              5 {4E27B0EF-7BAB-432A-AF3D-3FC8F3F7353F}
14.0.3691.3    Microsoft SQL Server Data-Tier Application Framework (x64)                                                     Microsoft Corporation                              5 {E4639FC9-A44B-4253-AC33-3CCE6F5627F0}
14.0.3691.3    Microsoft SQL Server Data-Tier Application Framework (x86)                                                     Microsoft Corporation                              5 {DD517B18-E51F-4194-BE5A-5B89382001DD}
10.51.2500.0   Microsoft SQL Server System CLR Types                                                                          Microsoft Corporation                              5 {C3F6F200-6D7B-4879-B9EE-700C0CE1FCDA}
12.0.2402.29   Microsoft System CLR Types for SQL Server 2014                                                                 Microsoft Corporation                              5 {091CE6AA-2753-4F6E-AD1C-0E875744EB54}
12.1.4100.1    Microsoft System CLR Types for SQL Server 2014                                                                 Microsoft Corporation                              5 {E3F613C1-105F-4717-BFE7-007729A95D67}
13.0.1601.5    Microsoft System CLR Types for SQL Server 2016                                                                 Microsoft Corporation                              5 {84C23ECA-FE4D-494F-9247-3EBAD57E7F0C}
13.0.1601.5    Microsoft System CLR Types for SQL Server 2016                                                                 Microsoft Corporation                              5 {96EB5054-C775-4BEF-B7B9-AA96A295EDCD}
14.0.3006.16   Microsoft System CLR Types for SQL Server 2017                                                                 Microsoft Corporation                              5 {EE99006A-F227-41BA-884C-C3AF9642D95A}
14.0.3006.16   Microsoft System CLR Types for SQL Server 2017                                                                 Microsoft Corporation                              5 {FBD0D997-4E36-4B10-8471-BD7CF42ECE7F}
15.0.600.33    Microsoft System CLR Types for SQL Server vNext CTP1.6                                                         Microsoft Corporation                              5 {98DD6908-C582-452A-954D-E79E6DF0310A}
15.0.600.33    Microsoft System CLR Types for SQL Server vNext CTP1.6                                                         Microsoft Corporation                              5 {640EECB8-1962-4D23-ACB2-310107EC7ED9}
12.0.21005     Microsoft Visual C++  x64 Native Compilers                                                                     Microsoft Corporation                              5 {DE0E8FAF-9758-4BFD-A16E-009DB4B8C912}
12.0.21005     Microsoft Visual C++  x64 Native Compilers - ENU Resources                                                     Microsoft Corporation                              5 {BB0D9EE5-F7B1-4986-AF62-DB3BED9A83BC}
12.0.21005     Microsoft Visual C++  x64-arm Cross Compilers                                                                  Microsoft Corporation                              5 {30F2491C-9410-4DB1-BE66-77B360B1F484}
12.0.21005     Microsoft Visual C++  x64-arm Cross Compilers - ENU Resources                                                  Microsoft Corporation                              5 {B3C98C29-A2BE-455F-9285-13B745282271}
12.0.21005     Microsoft Visual C++  x64-x86 Cross Compilers                                                                  Microsoft Corporation                              5 {C1D0E508-ECAF-45AA-A549-1E26B9ECE0FB}
12.0.21005     Microsoft Visual C++  x64-x86 Cross Compilers - ENU Resources                                                  Microsoft Corporation                              5 {96563105-F726-4865-8C32-416753ECA5F1}
9.0.30729      Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.17                                                   Microsoft Corporation                              5 {8220EEFE-38CD-377E-8595-13398D740ACE}
9.0.30729      Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17                                                   Microsoft Corporation                              5 {9A25302D-30C0-39D9-BD6F-21E6EC160475}
9.0.30729.4974 Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4974                                                 Microsoft Corporation                              5 {B7E38540-E355-3503-AFD7-635B2F2F76E1}
10.0.40219     Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219                                                    Microsoft Corporation                              5 {1D8E6291-B0D5-35EC-8441-6616F567A0F7}
10.0.40219     Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219                                                    Microsoft Corporation                              5 {F0C3E5D1-1ADE-321E-8167-68EF0DE699A5}
10.0.40219     Microsoft Visual C++ 2010  x86 Runtime - 10.0.40219                                                            Microsoft Corporation                              5 {5D9ED403-94DE-3BA0-B1D6-71F4BDA412E6}
11.0.60610     Microsoft Visual C++ 2012 32bit Compilers - ENU Resources                                                      Microsoft Corporation                              5 {D3A828A9-FD4A-4463-9CB0-9673C682A0C7}
11.0.60610     Microsoft Visual C++ 2012 Compilers                                                                            Microsoft Corporation                              5 {A7E87388-3512-4D9C-9BBA-284C3577CBE9}
11.0.60610     Microsoft Visual C++ 2012 Compilers - ENU Resources                                                            Microsoft Corporation                              5 {18F675EA-CB03-462D-A04B-3832DBAB5318}
11.0.60610     Microsoft Visual C++ 2012 Compilers For Windows Phone                                                          Microsoft Corporation                              5 {FCC95978-2484-4DE0-90C1-0937E838DA70}
11.0.60610     Microsoft Visual C++ 2012 Compilers For Windows Phone - ENU Resources                                          Microsoft Corporation                              5 {8DBBE6BB-CF74-4E24-89E1-3537C3DF9653}
11.0.51106     Microsoft Visual C++ 2012 Core Libraries                                                                       Microsoft Corporation                              5 {2F8F489A-0476-3129-857B-A553F38B192D}
11.0.51106     Microsoft Visual C++ 2012 Core Libraries                                                                       Microsoft Corporation                              5 {FFC6E93A-B9AD-3F20-9B06-EE20E24AAEAF}
11.0.50727     Microsoft Visual C++ 2012 Core Libraries For Windows Phone                                                     Microsoft Corporation                              5 {17B6BB82-637A-32C5-A861-95A0CF0C0AD7}
11.0.61030     Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030                                                  Microsoft Corporation                              5 {37B8F9C7-03FB-3253-8781-2517C99D7C00}
11.0.60610     Microsoft Visual C++ 2012 x64 Debug Runtime - 11.0.60610                                                       Microsoft Corporation                              5 {AAFF73AD-3432-3575-ABD1-14E48EF2F4CB}
11.0.61030     Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030                                                     Microsoft Corporation                              5 {CF2BEA3C-26EA-32F8-AA9B-331F7E34BA97}
11.0.60610     Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.60610                                                  Microsoft Corporation                              5 {3D6AD258-61EA-35F5-812C-B7A02152996E}
11.0.60610     Microsoft Visual C++ 2012 x86 Debug Runtime - 11.0.60610                                                       Microsoft Corporation                              5 {77E2D875-FD9E-3DEE-9A84-C34FDECB4ECA}
11.0.60610     Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.60610                                                     Microsoft Corporation                              5 {E7D4E834-93EB-351F-B8FB-82CDAE623003}
11.0.60610     Microsoft Visual C++ 2012 x86-x64 Compilers                                                                    Microsoft Corporation                              5 {605FFCBB-EC5A-485C-B27E-189F1C8A96E5}
12.0.21005     Microsoft Visual C++ 2013 32bit Compilers - ENU Resources                                                      Microsoft Corporation                              5 {6C06FEE9-C64E-453F-B8A5-D9E9B79ED040}
12.0.21005     Microsoft Visual C++ 2013 Compilers                                                                            Microsoft Corporation                              5 {DB5600F1-DE83-46DE-B162-5FC4400EAF5B}
12.0.21005     Microsoft Visual C++ 2013 Compilers - ENU Resources                                                            Microsoft Corporation                              5 {E6F3851E-CEEB-4ECB-A6FA-337C8F662E3D}
12.0.21005     Microsoft Visual C++ 2013 Core Libraries                                                                       Microsoft Corporation                              5 {84D88F57-4130-30FE-A0B6-1E04428FE1F6}
12.0.21005     Microsoft Visual C++ 2013 Core Libraries                                                                       Microsoft Corporation                              5 {D42681AA-BC16-3C84-949E-45F05D2AA997}
12.0.40660     Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660                                                  Microsoft Corporation                              5 {5740BD44-B58D-321A-AFC0-6D3D4556DD6C}
12.0.21005     Microsoft Visual C++ 2013 x64 Debug Runtime - 12.0.21005                                                       Microsoft Corporation                              5 {C596D608-3E74-3232-8CA5-DF1DCB9F10DE}
12.0.40660     Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40660                                                     Microsoft Corporation                              5 {CB0836EC-B072-368D-82B2-D3470BF95707}
12.0.40660     Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40660                                                  Microsoft Corporation                              5 {7DAD0258-515C-3DD4-8964-BD714199E0F7}
12.0.21005     Microsoft Visual C++ 2013 x86 Debug Runtime - 12.0.21005                                                       Microsoft Corporation                              5 {E5CAE8D2-9F9F-3BEA-AA0F-B5B40611C704}
12.0.40660     Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40660                                                     Microsoft Corporation                              5 {E30D8B21-D82D-3211-82CC-0F0A5D1495E8}
12.0.21005     Microsoft Visual C++ 2013 x86-x64 Compilers                                                                    Microsoft Corporation                              5 {678800C0-D94E-4513-89CB-478F2B781A0B}
14.16.27024    Microsoft Visual C++ 2017 X64 Additional Runtime - 14.16.27024                                                 Microsoft Corporation                              5 {9D29FC96-9EEE-4253-943F-96B3BBFDD0B6}
14.16.27024    Microsoft Visual C++ 2017 X64 Debug Runtime - 14.16.27024                                                      Microsoft Corporation                              5 {344CC757-8D5A-4BB7-B623-45071834B60C}
14.16.27024    Microsoft Visual C++ 2017 X64 Minimum Runtime - 14.16.27024                                                    Microsoft Corporation                              5 {F1B0FB3A-E0EA-47A6-9383-3650655403B0}
14.16.27024    Microsoft Visual C++ 2017 X86 Additional Runtime - 14.16.27024                                                 Microsoft Corporation                              5 {7258184A-EC44-4B1A-A7D3-68D85A35BFD0}
14.16.27024    Microsoft Visual C++ 2017 X86 Debug Runtime - 14.16.27024                                                      Microsoft Corporation                              5 {AC431C8F-C06F-429C-831E-1B5B1CAAC944}
14.16.27024    Microsoft Visual C++ 2017 X86 Minimum Runtime - 14.16.27024                                                    Microsoft Corporation                              5 {5EEFCEFB-E5F7-4C82-99A5-813F04AA4FBD}
10.0.40219     Microsoft Visual Studio 2010 Shell (Isolated) - ENU                                                            Microsoft Corporation                              5 {D64B6984-242F-32BC-B008-752806E5FC44}
10.0.50908     Microsoft Visual Studio 2010 Tools for Office Runtime (x64)                                                    Microsoft Corporation                              5 {9495AEB4-AB97-39DE-8C42-806EEF75ECA7}
14.0.23107     Microsoft Visual Studio 2015 Add-in for Windows Phone                                                          Microsoft Corporation                              5 {41D38C2B-C4E1-3586-B1D8-FAEE02ED7550}
14.0.23107     Microsoft Visual Studio 2015 Add-in for Windows Phone - ENU Language Pack                                      Microsoft Corporation                              5 {D377B595-8D6F-3D71-AC83-08DC5F584F02}
14.0.23107     Microsoft Visual Studio 2015 Devenv                                                                            Microsoft Corporation                              5 {FC1F3422-0C94-3178-AD95-3EA889DF55AF}
14.0.23107     Microsoft Visual Studio 2015 Devenv Resources                                                                  Microsoft Corporation                              5 {173D2989-6B09-3A90-8819-A53E43F99818}
14.0.23107     Microsoft Visual Studio 2015 Diagnostic Tools - amd64                                                          Microsoft Corporation                              5 {62D2E847-606F-49FB-A38B-F9D5AA936331}
14.0.23107     Microsoft Visual Studio 2015 Performance Collection Tools                                                      Microsoft Corporation                              5 {FCC6E820-B5DB-454E-96E3-B6182DDEEC8D}
14.0.23107     Microsoft Visual Studio 2015 Performance Collection Tools - ENU                                                Microsoft Corporation                              5 {3AE40040-2F48-4617-9228-49E999738BDB}
14.0.23107     Microsoft Visual Studio 2015 Preparation                                                                       Microsoft Corporation                              5 {9E99CC49-D305-4D42-AC34-6C732062B142}
14.0.23107     Microsoft Visual Studio 2015 Preparation                                                                       Microsoft Corporation                              5 {93A31A4A-197C-43F0-9687-7FFC47C33D44}
14.0.23107     Microsoft Visual Studio 2015 Preparation                                                                       Microsoft Corporation                              5 {919C67A9-2DE8-4929-A910-CB85E009B5CB}
14.0.25123     Microsoft Visual Studio 2015 Profiling Tools                                                                   Microsoft Corporation                              5 {4AD3777F-D26B-4FCD-8823-B1D9784141C6}
14.0.23107     Microsoft Visual Studio 2015 SDK - ENU                                                                         Microsoft Corporation                              5 {67A74EC1-A89D-3553-B38D-D17D4991CD2F}
14.0.25407     Microsoft Visual Studio 2015 SDK - ENU                                                                         Microsoft Corporation                              5 {34BDAEEE-F825-3EEC-8814-E01D50C3CB61}
14.0.25407     Microsoft Visual Studio 2015 SDK Language Pack - ENU                                                           Microsoft Corporation                              5 {34DB8EE8-AC91-3518-8C7D-93EA9DBDAC7F}
14.0.23107     Microsoft Visual Studio 2015 Shell (Minimum)                                                                   Microsoft Corporation                              5 {030A6785-C3A9-37DA-8530-444C320629FA}
14.0.25420     Microsoft Visual Studio 2015 Shell (Minimum) Interop Assemblies                                                Microsoft Corporation                              5 {166EEF5C-F996-390E-91F6-DD6DFD008E9B}
14.0.23107     Microsoft Visual Studio 2015 Shell (Minimum) Resources                                                         Microsoft Corporation                              5 {7FF53256-7BAF-3EFA-91B4-DB65F37EB5E9}
14.0.23107     Microsoft Visual Studio 2015 Test Tools Language Pack - ENU                                                    Microsoft Corporation                              5 {E41854EE-D8A6-4E03-B42D-E0006C24A306}
14.0.25420     Microsoft Visual Studio 2015 Update 3 Diagnostic Tools - amd64                                                 Microsoft Corporation                              5 {BCAC059C-E06C-4D45-928A-A69061678ECA}
